date,ann_mem_sold,daily_passes,miles,other_passes,total_ann_mem,total_miles,total_trips,trips
2016-09-16,,2047,145454,225,196886,65466643,33845517,65257
2016-09-17,,5117,154037,210,197163,65620680,33904716,59199
2016-09-18,,3191,131788,159,197449,65752468,33956401,51685
2016-09-19,,555,67180,101,197620,65819648,33990606,34205
2016-09-20,,1454,135085,200,197880,65954733,34055487,64881
2016-09-21,,1566,142356,182,198118,66097089,34120940,65453
2016-09-22,,1681,146370,207,198363,66243459,34188702,67762
2016-09-23,,2053,142458,248,198577,66385917,34254201,65499
2016-09-24,,3990,137355,212,198827,66523272,34307459,53258
2016-09-25,,3871,143312,169,199198,66666584,34361022,53563
2016-09-26,,1375,128011,170,199480,66794595,34422142,61120
2016-09-27,,1175,122347,150,199739,66916942,34483476,61334
2016-09-28,,931,120072,107,199989,67037014,34542932,59456
2016-09-29,,808,104364,131,200201,67141378,34598482,55550
2016-09-30,,175,45194,20,200447,67186572,34619850,21368
2016-10-01,,2017,91771,133,200544,67278343,34659659,39809
2016-10-02,,2147,100425,119,200664,67378768,34700677,41018
2016-10-03,,1514,116682,183,200829,67495450,34757046,56369
2016-10-04,,1035,123551,144,200954,67619001,34817242,60196
2016-10-05,,1240,126942,160,201115,67745943,34882273,65031
2016-10-06,,1580,137567,205,201234,67883510,34949853,67580
2016-10-07,,2398,142612,222,201369,68026122,35015734,65881
2016-10-08,,2002,86818,160,201485,68112940,35050358,34624
2016-10-09,,713,46334,56,201539,68159274,35072045,21687
2016-10-10,,2013,107487,163,201664,68266761,35124293,52248
2016-10-11,,1172,113228,142,201761,68379989,35183047,58754
2016-10-12,,1170,119851,153,201880,68499840,35240544,57497
2016-10-13,,1064,117523,168,201984,68617363,35301753,61209
2016-10-14,,1592,123000,183,202090,68740363,35362314,60561
2016-10-15,,3904,138233,207,202215,68878596,35414305,51991
2016-10-16,,3195,126550,172,202343,69005146,35463171,48866
2016-10-17,,1447,132131,236,202502,69137277,35525820,62649
2016-10-18,,1656,143635,194,202653,69280912,35594044,68224
2016-10-19,,1902,145347,164,202772,69426259,35663802,69758
2016-10-20,,1377,131686,198,202893,69557945,35727470,63668
2016-10-21,,724,80787,102,202960,69638732,35768335,40865
2016-10-22,,658,55557,45,203019,69694289,35793636,25301
2016-10-23,,2616,99878,134,203137,69794167,35835098,41462
2016-10-24,,1145,106893,146,203269,69901060,35890352,55254
2016-10-25,,716,96848,102,203349,69997908,35943019,52667
2016-10-26,,809,103870,85,203410,70101778,35995485,52466
2016-10-27,,101,39660,23,203449,70141438,36016539,21054
2016-10-28,,766,89857,111,203492,70231295,36062772,46233
2016-10-29,,2615,103274,153,203579,70334569,36105285,42513
2016-10-30,,2971,107572,114,203697,70442141,36143045,37760
2016-10-31,,1090,107875,123,203787,70550016,36193116,50071
2016-11-01,,868,110056,105,203888,70660072,36249060,55944
2016-11-02,,1242,133258,141,203993,70793330,36311193,62133
2016-11-03,,943,124673,174,204108,70918003,36370825,59632
2016-11-04,,1538,126507,207,204195,71044510,36428692,57867
2016-11-05,,3416,128639,177,204301,71173149,36477379,48687
2016-11-06,,2293,104186,97,204428,71277335,36516792,39413
2016-11-07,,972,106484,119,204520,71383819,36566675,49883
2016-11-08,,1137,123718,107,204616,71507537,36623264,56589
2016-11-09,,257,75883,40,204660,71583420,36661314,38050
2016-11-10,,813,111472,139,204728,71694892,36712177,50863
2016-11-11,,1248,105021,165,204802,71799913,36758003,45826
2016-11-12,,1916,86968,114,204865,71886881,36792667,34664
2016-11-13,,2076,95679,95,204958,71982560,36829473,36806
2016-11-14,,728,113590,97,205034,72096150,36878283,48810
2016-11-15,,105,48797,16,205073,72144947,36901167,22884
2016-11-16,,703,107831,113,205170,72252778,36954495,53328
2016-11-17,,711,109418,106,205231,72362196,37008384,53889
2016-11-18,,1051,109802,125,205286,72471998,37061754,53370
2016-11-19,,2272,98021,87,205376,72570019,37102962,41208
2016-11-20,,350,45772,34,205407,72615791,37123578,20616
2016-11-21,,148,69754,38,205449,72685545,37156542,32964
2016-11-22,,290,72592,35,205479,72758137,37193265,36723
2016-11-23,,481,73005,56,205501,72831142,37227727,34462
2016-11-24,,641,42343,73,205518,72873485,37239849,12122
2016-11-25,,1011,62444,67,205545,72935929,37260829,20980
2016-11-26,,1356,65654,44,205572,73001583,37284639,23810
2016-11-27,,945,74381,31,205607,73075964,37308715,24076
2016-11-28,,485,83300,42,205667,73159264,37350801,42086
2016-11-29,,48,30989,9,205696,73190253,37365385,14584
2016-11-30,,117,52424,10,205729,73242677,37389819,24434
2016-12-01,,389,90239,58,205762,73332916,37433053,43233
2016-12-02,,440,89092,52,205794,73422008,37475411,42358
2016-12-03,,854,70853,58,205824,73492861,37505264,29853
2016-12-04,,930,71729,28,205857,73564590,37532718,27454
2016-12-05,,278,80214,38,205897,73644804,37568645,35927
2016-12-06,,228,67187,26,205939,73711991,37601970,33325
2016-12-07,,270,76605,18,205967,73788596,37639980,38010
2016-12-08,,235,72219,23,205998,73860815,37679601,39621
2016-12-09,,214,63950,31,206021,73924765,37713141,33540
2016-12-10,,490,52716,20,206033,73977481,37735520,22379
2016-12-11,,287,41740,6,206049,74019221,37753318,17798
2016-12-12,,175,58701,14,206066,74077922,37782353,29035
2016-12-13,,299,68858,21,206090,74146780,37821376,39023
2016-12-14,,257,71798,16,206130,74218578,37859175,37799
2016-12-15,,80,45840,13,206145,74264418,37884177,25002
2016-12-16,,139,48288,11,206171,74312706,37908661,24484
2016-12-17,,36,22363,7,206176,74335069,37915654,6993
2016-12-18,,168,38459,14,206200,74373528,37931949,16295
2016-12-19,,119,50405,12,206225,74423933,37957597,25648
2016-12-20,,202,50408,22,206250,74474341,37985274,27677
2016-12-21,,244,55746,20,206270,74530087,38015885,30611
2016-12-22,,302,56441,18,206293,74586528,38046759,30874
2016-12-23,,399,53318,27,206320,74639846,38073094,26335
2016-12-24,,147,28033,10,206334,74667879,38081108,8014
2016-12-25,,1052,38209,43,206369,74706088,38091027,9919
2016-12-26,,315,32446,27,206400,74738534,38101801,10774
2016-12-27,,960,61379,68,206450,74799913,38127747,25946
2016-12-28,,619,52937,38,206476,74852850,38151343,23596
2016-12-29,,104,29631,8,206503,74882481,38164545,13202
2016-12-30,,641,45743,49,206543,74928224,38185911,21366
2016-12-31,,798,46810,33,206585,74975034,38201836,15925
